Composite_Element_REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate
cg00510787	0.0225719234548408	C6orf211;RMND1	6	151772946
cg00510956	0.570761483897643	KHDRBS1	1	32478440
cg00511475	0.153678566326113	CDH15	16	89238330
cg00512031	NA	CYTL1	4	5021976
cg00512279	0.0230540469637538	SLC18A2	10	119000991
cg00512374	0.0368520022242148	IGFBP4	17	38599682
cg00513220	0.0191096260136624	MOSC2	1	220922123
cg00513467	0.0352311357152102	KLHL9	9	21335551
cg00514407	0.306638630455228	SERPINE2	2	224904626
cg00514895	0.0111376269549357	CPZ	4	8594413
cg00515905	0.963290089946845	EPS8L3	1	110306507
cg00516481	0.0139324660712308	PDE9A	21	44073202
cg00518911	0.754479707910167	NA	NA	0
cg00518989	0.0172059329576911	LIMK2	22	31608519
cg00519208	0.206032191857795	EVI5	1	93258319
cg00519627	0.0125860343663573	CORO7	16	4466650
cg00520135	0.944284767190926	TPM1	15	63333846
cg00520708	0.458838065693601	C5orf24	5	134181266
cg00521434	0.948926102344024	GPR61	1	110081965
cg00521598	0.0461771870996329	MYCBP	1	39339413
cg00522034	0.00629739780599746	CBLB	3	105587721
cg00522316	0.0263055953532497	KHSRP	19	6425042
cg00524288	0.0289793748940884	UPP1	7	48128452
cg00528052	0.0111158182683997	KDM5B	1	202777295
cg00528967	0.0104051907767183	STK24	13	99228955
cg00532335	0.213428857238328	LGI1	10	95516861
cg00532890	0.0189292531989648	PBX1	1	164528682
cg00534274	0.0386597491567933	SLC7A11	4	139163341
cg00534856	0.918257919192854	NA	NA	0
cg00536175	0.930021716779006	GATA1	X	48645024
cg00537910	0.895750571645353	ATG9A;ABCB6	2	220084611
cg00539322	0.77670320898097	SAG	2	234216360
cg00539716	0.0291659591652764	FOXN2	2	48541921
cg00539955	NA	PARVB	22	44395433
cg00540544	0.00886454795615603	CSRP1	1	201476297
cg00540769	NA	RNU5E;RNU5D;ACOT12	5	80689492
cg00542846	0.0209697061325891	NA	NA	0
cg00544557	0.969057701676624	DSCR10	21	39578742
cg00545573	0.0391164001353508	TAOK3	12	118810436
cg00546491	0.357696836354003	PDE1C	7	32111062
cg00546897	0.215914892372614	LOC284837	21	45232232
cg00547018	0.427449864056839	ALG1	16	5121709
cg00547789	0.0422436777329692	RAB39B	X	154493750
cg00547829	0.0170857815018951	TUBD1;RPS6KB1	17	57970161
cg00548060	0.817032382225198	NPL	1	182761905
cg00548268	0.725316996039404	NPTX2	7	98245830
cg00550617	0.242768776755856	KRTAP9-9;KRTAP9-4	17	39405817
cg00551244	NA		8	125183776
cg00554173	NA	ProSAPiP1	20	3149777
cg00554250	0.784228517400632	NR1H3	11	47281370
cg00554682	0.0197733298950066	ZNF804A	2	185463132
cg00554702	0.11215811130942	CHEK1	11	125496645
cg00556408	0.77783941493098	TMPRSS6	22	37500588
cg00557354	0.0164000512453638	ARHGEF7	13	111767899
cg00559473	0.0221455868059787	AAAS	12	53715592
cg00560119	0.014193367708827	STXBP1	9	130374109
cg00563229	0.0257254359930411	XKR8	1	28286146
cg00563845	0.0767015627722852	PXK	3	58318305
cg00563926	0.0729106759812932	TGFBR3	1	92352481
cg00563932	0.803858004538566	PTGDS	9	139871049
cg00564163	0.0549899406465224	STEAP4	7	87935979
cg00565075	0.122603786522997	MIR659;EIF3L	22	38244893
cg00565688	0.0302682447656814	TP73	1	3568212
cg00566759	0.0116531667316788	DSC2	18	28682345
cg00567479	0.0694301419094029	FARP2	2	242295999
cg00567749	0.0295654403267691	VCAN	5	82767908
cg00568128	0.0510484556798064	MIR2110;C10orf118	10	115934100
cg00568792	0.0514308867992502	STT3A	11	125462554
cg00569620	0.0216033035069426	ABHD10	3	111697653
cg00571634	0.0941484809451488	WDR5B	3	122134820
cg00572797	0.98766525368204	NA	NA	0
cg00573606	0.285344850039642	COL6A3	2	238322680
cg00575744	0.0358983819913465	HLA-DMB	6	32908642
cg00576250	0.0279067907654206		20	45087765
cg00577167	0.62965394523414	ALDOB	9	104197675
cg00577464	0.0405496772080276	SHH	7	155604780
cg00578575	0.102505686621765	NA	NA	0
cg00579393	0.79652568977552	REG1B	2	79316004
cg00579402	0.785019323456209	FUT6	19	5838999
cg00581156	0.0138359831081168	DIMT1L	5	61699416
cg00582372	0.847861031141846	NA	NA	0
cg00582628	0.0369778945415831	RGS20	8	54764515
cg00584022	0.0115014819057219	KRAS	12	25403167
cg00585790	0.88821814848647	LIMS1	2	109204845
cg00585846	0.0400737316457543	NFKBIL1;ATP6V1G2	6	31515458
cg00586909	0.136152056813663	CDKAL1	6	20534671
cg00587613	0.583819799116075	GPR152	11	67220223
cg00592315	0.804823451682512	C14orf86;FAM181A	14	94384611
cg00594118	0.0559002616675725	COBRA1	9	140150000
cg00594952	0.455724774054091	RIMS3	1	41130641
cg00596686	NA	STS	X	7137332
cg00597076	0.878209691568786	MYO1C	17	1395880
cg00598858	0.0187896879606691	PRKCSH;CCDC151	19	11545966
cg00600110	0.940225728802137	FAM9A	X	8769528
cg00600684	0.677795264119872	WDR11	10	122610158
cg00601486	0.97196563828906	H1FNT	12	48723148
cg00602891	0.073105627511333	C17orf62	17	80408864
cg00603172	0.411088995799137	NA	NA	0
cg00605270	0.0237180787192332	SMPDL3B	1	28261552
cg00609097	0.0130045558235429	TESK2	1	45956974
cg00611397	0.885953079851125	GTPBP5	20	60768026
cg00612467	0.122863231123053	HADH	4	108911077
cg00613255	0.90230200674411	INS-IGF2;INS	11	2182376
cg00613344	NA	HHIPL2	1	222722670
cg00614413	NA	PTPRS	19	5286594
cg00615241	NA	PRTN3	19	839689
cg00615377	0.0303837661383076	RBM9	22	36236649
cg00615915	0.0858051494298429	SERPINB8	18	61637299
cg00616129	0.0294543587780622	STYK1	12	10827014
cg00616135	NA	LACTB	15	63413614
cg00616369	0.0123146334111754	NCL	2	232329096
cg00617305	0.0234803179818562	SHISA4	1	201857940
cg00618396	0.276450573234663	VBP1	X	154444551
cg00619207	0.739439452710587	DENND2D	1	111743368
cg00620024	NA	PPP6C	9	127952891
cg00620223	0.0576430844576632	CENPF	1	214776904
cg00620629	0.0440431943108799	ZUFSP	6	116989951
cg00620857	NA	ACOT4	14	74057820
cg00622552	0.0283805059665249	ODF3L1	15	76016335
cg00622677	0.0354442843543677	TSPAN5	4	99579248
cg00623593	0.921734333327239	DOCK1	10	128767610
cg00625425	0.712285363662012	KANK4	1	62785512
cg00625653	0.0321345843027656	WNT7A	3	13921227
cg00626119	0.84417656035004	SH2D2A;NTRK1	1	156785288
cg00626466	0.21174858547424	GNS	12	65153982
cg00627233	0.499634475323762	NA	NA	0
cg00627286	0.0313931106314148	NA	NA	0
cg00629217	0.875847982023206	LNX1	4	54425349
cg00629585	0.099784881565456	GFI1B	9	135853992
cg00630164	0.0396582607155865	KCNQ4	1	41250062
cg00630249	0.00895712328924661	CYB561D1	1	110036889
cg00630583	0.0116356866819998	PXMP2;POLE	12	133264314
cg00631230	0.0139951839614074	VPS33A	12	122750916
cg00633969	0.895681702929688	PARP9;DTX3L	3	122284550
cg00634577	0.0600960431250794	NA	NA	0
cg00635481	0.00700181499566747	ZNF76	6	35226917
cg00636639	0.0239697251738491	RBM18;MRRF	9	125027249
cg00638514	0.0266231218801922	OTOP3	17	72932048
cg00642303	0.00974722132521291	ACAP2	3	195162912
cg00643392	NA	RTBDN	19	12946856
cg00644033	0.976453975709383		7	100544704
cg00645224	0.0146057501277242	NA	NA	0
cg00645579	0.911837152649427	IRF7;MUPCDH	11	617140
cg00645922	0.0157570058856178	TMED7;TMED7-TICAM2	5	114962179
cg00646140	0.0257138787652636	ARSD	X	2847561
cg00646492	0.128709478186652	GSTO1	10	106014296
cg00647741	NA	ZNF274	19	58693450
cg00648153	0.047214270520134	SLC17A5	6	74364149
cg00648883	0.755061261106218	EEF1DP3	13	32524761
cg00650762	0.00775653154406905	EPHB2	1	23037368
cg00650876	0.00795055756291907	YBX1	1	43148058
cg00651216	0.0110297849870302	HSP90AB1	6	44213720
cg00653387	0.0258965673346322	PTN	7	137028535
cg00654814	0.0428867725494277	MGAT5B	17	74865068
cg00654816	NA	LYAR;ZNF509	4	4291411
cg00655307	0.0220177159221528	ESR1	6	152128743
cg00655779	NA	CCT7;C2orf7	2	73461068
cg00657095	0.0203247714046826	PPARD	6	35310123
cg00657582	0.033625084130638	CHD8	14	21904906
cg00658007	0.128787024968021	RD3	1	211666129
cg00658626	0.0224209538284562	CCDC63	12	111284979
cg00659129	0.735519048554282	ASAP1	8	131414614
cg00659953	0.0110447773934498	FAM173A	16	770731
cg00660989	0.0555152179096424	KLHL28;FAM179B	14	45432516
cg00661202	0.0173646812788305	TMEM43;CHCHD4	3	14166502
cg00661485	0.956656889361487	FOXI1	5	169533372
cg00662556	0.359554459649247	GALR1	18	74963364
cg00662775	0.408862342478504	NA	NA	0
cg00665395	0.0134207066412608	TTLL4	2	219575490
cg00666446	0.0380952630290814	ZNF670	1	247242273
cg00666746	0.0234722858138673	SYDE1	19	15217781
cg00668685	0.800401003159179	SLC39A5	12	56624552
cg00669623	0.0144587734962169	CDK11B;CDK11A	1	1655867
cg00669856	0.0980525569774448	SPRY1	4	124317779
cg00671161	0.0296171808735614	ALG11;ATP7B	13	52586367
cg00672638	0.0617072356821271	ARHGAP26	5	142149399
cg00673020	NA	MOSPD1	X	134049678
cg00673191	0.468926108925027	DOPEY2	21	37536923
cg00674922	0.0137768739226679	NA	NA	0
cg00676660	0.0298729340430402	ADAMTS9	3	64672609
cg00677811	0.0259079762347053	CCM2	7	45040321
cg00678539	0.100034015402286	MNS1	15	56757625
cg00679556	0.760342368190988	TRIM31	6	30080782
cg00679738	0.00987588192190742	FAM89A	1	231175246
cg00682653	0.015554830669072	VTI1B	14	68141442
cg00684178	NA	NEU4	2	242752080
cg00685836	0.0107130484035583	PPFIA2	12	82153256
cg00686022	0.932530520216535	C12orf40	12	40020078
cg00686623	0.0112340377873112	CAPN1	11	64949038
cg00687674	NA	MIR548H4;TMEM84	15	69373260
cg00687686	0.0230996117228607	NDRG4	16	58497236
cg00688421	0.0135246388348984	RAP1GDS1	4	99181920
cg00689010	NA	COPA;NCSTN	1	160311893
cg00689014	NA	GAST	17	39869138
cg00689340	0.128085483681102	RTKN	2	74668672
cg00690049	0.260931258916004	MAGED2	X	54834244
cg00690280	0.676329725104346	WFDC10B;WFDC13	20	44332733
cg00690893	0.0350430319506116	NA	NA	0
cg00691625	0.8298054061447	NR5A1	9	127269807
cg00691822	0.40833768200808	NA	NA	0
cg00692549	0.0708136531166891	TARDBP	1	11072455
cg00693307	0.934477030489648	NA	NA	0
cg00695416	0.0186517718861672	CBR1	21	37442476
cg00696900	0.0295762135071226	NA	NA	0
cg00698688	0.389915989131137	SULT2B1	19	49055432
cg00702231	0.947573978378334	PLAGL1;HYMAI	6	144329473
cg00702729	0.970648839656465	GAL3ST4;C7orf43	7	99757654
cg00704310	0.0144519432085884	KCTD15	19	34288103
cg00704909	0.0124958872837773	COPB1	11	14521319
cg00705255	0.168661003234113	LILRA3	19	54804613
cg00706536	NA	ATP6V0A1	17	40609826
cg00707317	0.033763165859443	NMNAT2	1	183387564
cg00708598	0.267246729496691	LECT1	13	53313895
cg00708642	0.015096246454635	EIF5	14	103800518
cg00711916	0.027826739998578	CNNM4	2	97426274
cg00712898	0.0177118760881004	PRPF38B	1	109235208
cg00714377	0.540671506592145	SLA2	20	35274715
cg00717862	0.0215173185927777	TBCCD1;DNAJB11	3	186288771
cg00718440	0.0059489119282723	CDKN2BAS;CDKN2A	9	21995312
cg00718513	0.300297441051521		2	89215272
cg00718748	0.0105858743986472	ZNF624	17	16556871
cg00720072	0.00914176229930476	MARCH5;CPEB3	10	94051159
cg00720137	0.0121839866489199	DYNLRB2	16	80575018
cg00720723	0.0201545706002625	NOP58	2	203130645
cg00722300	0.838645357565006	RLN3	19	14138639
cg00724662	0.0207432814027783	NXF1	11	62573193
cg00725143	0.0251868155970069	NA	NA	0
cg00725635	0.0677950941940237	B3GALT2;CDC73	1	193155806
cg00725777	0.755976221968667	NGFRAP1	X	102630411
cg00727590	0.0706773227122263	PLA2G3	22	31536549
cg00727947	NA	LILRA5	19	54825100
cg00728317	0.0574313425663089	MT1F	16	56692033
cg00728398	NA	MEAF6	1	37980699
cg00728602	0.0478148237875042	C6orf27	6	31744927
cg00729275	0.796524033964027	AQP4;C18orf16	18	24445134
cg00729541	0.0126991036709128	FAM73B	9	131798577
cg00729708	NA	LASS3	15	101084442
cg00729875	0.0426178812562423	PALMD	1	100111713
cg00730260	0.963203742025896	C12orf67	12	24736888
cg00731459	0.0120389639771426	HDAC4	2	240323091
cg00733682	0.00835106650101636	ZNF44	19	12405568
cg00734993	0.0155591938666274	MTCH1	6	36953694
cg00736326	0.0246411647342905	ARPC1A	7	98923878
cg00737514	0.0176388008449614	TBC1D1	4	37893313
cg00739120	0.0723053396713811	GAPDHS;TMEM147	19	36035875
cg00741717	0.848272262103798	TLR8;LOC349408	X	12924184
cg00743372	0.0139339629078233	ZNF192	6	28109648
cg00744433	0.153839812077361	CXADR	21	18884067
cg00745543	0.965840464454853	H1FNT	12	48722754
cg00745735	0.741816903899602	MYPN	10	69868860
cg00746083	0.0137422645436238	CHD8	14	21905454
cg00746130	0.0339897574154906	BAT5	6	31671271
cg00746981	0.0308433811779553	HDGF	1	156721141
cg00747849	0.0414262551870983	SLC25A1	22	19165386
cg00750606	NA		1	20899121
cg00751288	0.00856082653064011	LYRM7	5	130506785
cg00754253	NA	HRASLS5	11	63259187
cg00754617	0.912343567964671	FAM83E;SPACA4	19	49109288
cg00755043	0.0163933053865041	NXNL2	9	91150159
cg00755709	NA	BAAT	9	104147631
cg00756058	0.00735332248094859	DZIP1	13	96296844
cg00756887	0.336735664986369	PVRL4	1	161059654
cg00757070	0.166256656729562	UPK2	11	118827082
cg00757952	0.902008432520134	CRYBB1	22	27014415
cg00761755	0.00918941396862553	SLC43A2	17	1531579
cg00762512	0.0263857555071906	RPL9;LIAS	4	39460606
cg00763679	0.019290820456085	SEPT2;HDLBP	2	242254198
cg00763889	0.798416008464912	HRASLS2	11	63330544
cg00766729	0.0116036213108599	ZNF784	19	56136136
cg00766889	0.00879129560805316	SEPHS1	10	13390384
cg00767581	0.763241019148603	HOXD4;MIR10B	2	177015125
cg00768439	0.0244747145600991	FAM133A;NAP1L3	X	92928711
cg00769470	0.74975257019961	DEFB129	20	207338
cg00769520	0.0103232176476662	ST8SIA1	12	22488465
cg00770279	0.0106440662429555	CDKN2D	19	10679308
cg00770871	0.0099467465152612	TULP3	12	2999840
cg00772000	0.0340166580614316	NHLRC1	6	18123049
cg00775197	0.0309632641168804	TCTE1	6	44265054
cg00777121	0.053816083145064	RASSF1	3	50378191
cg00777555	0.00901670102177319	ARF4	3	57583074
cg00778920	0.0197694299401924	PRPF19	11	60674370
cg00779924	0.135598347513049	FLJ45983	10	8094641
cg00782174	0.0244134960487103	SLC1A5	19	47291626
cg00782854	0.0227669327190982	BCL2L1	20	30310858
cg00783759	0.0100933379726464	LARP1B	4	128983441
cg00784357	0.00839540794726336	RAC1	7	6413877
cg00791249	0.0358725206543972	FDX1L	19	10426722
cg00792687	0.0146239046856936	C8orf41	8	33370099
cg00792740	0.0280468371832729	UBE3A	15	25684488
cg00792849	0.568985255730214	GJD2	15	35046610
cg00793648	NA	DDX24;IFI27L1	14	94548768
cg00793774	0.013802400746112	TRIM8	10	104403707
cg00795268	0.962612239050246	COMMD9	11	36294323
cg00795812	NA	PDCD1	2	242802009
cg00796728	0.0128066449675338	FUT4	11	94276898
cg00798206	0.0192012662000859	OXSR1	3	38207110
cg00799727	0.790168908095365	NA	NA	0
cg00800095	0.75232959018209	PNMA3	X	152224090
cg00804048	0.110957470435544	EIF5A	17	7210539
cg00804392	0.674353619366787	RHOH	4	40198595
cg00806490	0.608753693964228	CDH13	16	82660873
cg00807586	0.0191098803655065	DLEC1	3	38080790
cg00808492	0.871475634776624	REG4	1	120354159
cg00810473	NA	SNX22	15	64443709
cg00810495	0.0633870296808278	RPF1	1	84944867
cg00811081	0.0663904457654381	RPAP3	12	48099724
cg00812502	0.00937578965469758	DGCR2	22	19109875
cg00814580	NA	TRAPPC6A;BLOC1S3	19	45680969
cg00815440	0.00624850621509317	UQCRFS1	19	29704028
cg00815583	0.0262820297281143	FBXO16	8	28348123
cg00815605	0.0398127186944764	NA	NA	0
cg00816620	0.193933742100514	C1orf25;C1orf26	1	185127501
cg00818693	0.0184483301807012	TTC14	3	180319964
cg00818872	0.030685271548807	CHRNB2	1	154540271
cg00819310	0.37034210711395	VANGL1	1	116193783
cg00819362	0.858583872692386	CLIP3	19	36524208
cg00819696	0.0101067686671778	TIMELESS	12	56843016
cg00821764	0.0178784033717173	UMPS	3	124449680
cg00822607	0.0129047807977222	ZNF688	16	30582918
cg00823148	NA	CRYGB	2	209012295
cg00824109	0.0229703026739819	CHD4	12	6716566
cg00825031	0.00957376047164373	VPS37A;CNOT7	8	17104503
cg00826384	0.0137841714551191	PTPRZ1	7	121513065
cg00827369	0.014869370641266	EIF4H	7	73588253
cg00828602	0.0247808145694065	WNT5A	3	55520834
cg00830029	0.148949122493171	NRIP2	12	2943902
cg00830393	0.0236642979955815	LRIG1	3	66552063
cg00831028	0.0118993564217082	C20orf43	20	55043745
cg00832517	0.0442687553203821	C14orf126	14	31926792
cg00832994	0.0195492239067611	NA	NA	0
cg00833393	0.0128455662663236	TLN1;CREB3	9	35731638
cg00833777	0.596172048889422	ITGAM	16	31271642
cg00834796	0.0813279442224642	JAKMIP2	5	147161924
cg00834958	0.0286286347363131	TSC22D4	7	100077147
cg00836605	0.0083139631089845	JAZF1	7	28220047
cg00837103	NA	COL9A3	20	61447268
cg00838150	0.0357443292774136	MITF	3	69788442
cg00839584	0.0466208032199321	IL1A	2	113542091
cg00839802	0.0220303986001179	MAN1A1	6	119671238
cg00840403	0.0489015629724521	CHST4	16	71560205
cg00840516	0.223452286969822	HYAL2	3	50360097
cg00841581	0.0215099534522788	STAG1	3	136471162
cg00842351	0.274846221193164	TJP2	9	71789653
cg00845900	NA	CPA4	7	129931729
cg00846036	0.161738470187048	DLG2	11	84634126
cg00848394	0.0233133964051853	WDR51A	3	52188768
cg00848397	0.0282853674798622	DHRS11	17	34948594
cg00848461	NA	PRELID1;RAB24	5	176732093
cg00848728	0.0102381791367486	DAB1	1	58716018
cg00849368	0.0314720585846728	ARSK;TTC37	5	94890411
cg00850538	0.436335865470927	CRIM1	2	36582038
cg00852964	0.625951693750916	VNN1	6	133035150
cg00853068	0.15052074023482	FMNL1	17	43298592
cg00854637	0.0136214317145609	TSNAXIP1;RANBP10	16	67840857
cg00854995	0.0194067717646794	SKP1	5	133512930
cg00856375	0.0293439472957289	PSMD14	2	162164676
cg00858899	0.0286089531753907	CCND1	11	69455277
cg00859193	NA	POMP	13	29233011
cg00859655	0.571695584930452	CYB5R2	11	7694524
cg00861635	0.0214701476484122	ZNF200	16	3285425
cg00862041	0.337458406354587	GPRASP2	X	101967017
cg00862290	0.95854927165473	KCNMB3	3	178984973
cg00862770	0.0241720374670605	FKBP5	6	35655764
cg00864867	0.00886863072938166	PAWR	12	80085268
cg00870662	0.0123902744488446	PARD6G	18	78005665
cg00871453	0.0326153397277803	WDR67	8	124084640
cg00873037	0.028273759059167	NEIL2	8	11626984
cg00873937	0.0290078915369747	ATOH7	10	69991564
cg00874863	0.687448787051708	LHFPL1	X	111924370
cg00875272	0.322421126145911	TAL1	1	47695321
cg00876704	0.0357962076192215	PKN1	19	14544684
cg00877887	0.0322465810731328	DUOXA2;DUOX2	15	45406654
cg00877964	0.0169018152599593	SLC1A4	2	65215638
cg00881086	0.0247147300350761	NCRNA00119;NPHP3	3	132441942
cg00881370	0.975969015915296	LOC55908;DOCK6	19	11348439
cg00882451	0.916719817490177	ZP2	16	21222863
cg00882832	0.0279640950278497	SPRY1	4	124317983
cg00884221	0.0890326552910103	IGFBP7	4	57976915
cg00884529	0.0801408672422902	BZW2;ANKMY2	7	16685823
cg00885506	0.0627105900263911	WDR31	9	116102792
cg00886554	0.0204274472319135	NMU	4	56502598
cg00887101	0.0414032350619893	INTS5	11	62420578
cg00887547	0.0253897154627646	TAOK3	12	118811020
cg00887700	0.022279519887016	EIF2B1;GTF2H3	12	124118360
cg00888007	0.206111323804659	CCND2	12	4382184
cg00888479	0.0754398453072266	SLC24A3	20	19193824
cg00888561	0.0209740421314873	WDFY2	13	52157910
cg00890257	0.0209306112895303	DEGS2	14	100625756
cg00891278	0.018126632272353	CCDC37	3	126113784
cg00891541	0.207922287561131	SMPD3	16	68481487
cg00892393	0.751959927773717	C16orf73	16	1911525
cg00892798	0.0122287521067833	NGFR	17	47572909
cg00893242	0.0396007035037905	SND1	7	127291580
cg00893636	0.0109452693418043	EPM2AIP1;MLH1	3	37034840
cg00893987	0.0143814322678156	RPL7L1	6	42847415
cg00894577	0.454486870395288	NA	NA	0
cg00895324	0.928527932239808	PCP4	21	41238517
cg00896220	NA	CCL4L1;CCL4L2	17	34639327
cg00897329	0.0362428976992193	LACE1	6	108616288
cg00899086	0.040596685640556	SEPT11	4	77871294
cg00899641	0.0188691958202917	SF3B1	2	198299586
cg00899659	NA	C10orf25;ZNF22	10	45495971
cg00901493	0.0263537323217833	YBX2	17	7197375
cg00901652	0.037902142524537	CTR9	11	10772434
cg00901683	0.00612890210120619	PTCD1;CPSF4	7	99036756
cg00901704	0.0212323733370718	SLC25A19	17	73285325
cg00901766	0.058875783521171	MLLT1	19	6279546
cg00902195	NA	SYT10	12	33592500
cg00903242	0.0512788637198417	CHL1	3	238161
cg00903375	0.0102013402475696	SBDS;TYW1	7	66460591
cg00904483	0.939909081746701	MGMT	10	131354873
cg00904574	0.0434237716762869	PLK3	1	45265678
cg00905170	0.00482516738373091	RRS1	8	67341306
cg00906183	0.017785215131061	HGS;ARL16	17	79650926
cg00908551	0.0310514400541492	FANCF	11	22646931
cg00910067	0.0176535633016258	SLC7A10	19	33717545
cg00910168	0.481906849133799	DHX37	12	125474021
cg00911351	0.362459522766811	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3	5	140767255
cg00911873	0.848192422647405	PRPS1L1	7	18067463
